seed,variable,mean_weight
17,LBXD03LA,0.029709391985120612
17,LBX099LA,0.02633989986921071
17,LBXHXCLA,0.01552755848073534
17,LBX153LA,0.013617344700823663
17,LBXD07LA,0.009083556400669704
17,LBXF04LA,0.00747337648931194
17,LBX180LA,0.002256502156582459
17,LBX187LA,0.0018606598115236985
18,LBXHXCLA,0.23629787164256524
18,LBXPCBLA,0.1534952763076124
18,LBX099LA,0.13000972170980096
18,LBX118LA,0.12333233123699071
18,LBXF05LA,0.11647193679173075
18,LBXF08LA,0.0639629563490411
18,LBX170LA,0.045902836931841384
18,LBXF03LA,0.03748308280112705
18,LBX153LA,0.03363610272359028
18,LBXF04LA,0.014912139335727029
18,LBX074LA,0.01240065233988213
18,LBX194LA,0.008147163352691934
18,LBXD07LA,0.007887771020717523
18,LBX187LA,0.00706115522736731
18,LBX138LA,0.006538306837762862
18,LBX180LA,0.0011159203111658492
18,LBXD03LA,9.448011823861397e-4
18,LBXD05LA,3.999738979991756e-4
19,LBXPCBLA,0.21502409673808262
19,LBXF03LA,0.20964264018396433
19,LBX099LA,0.17635244589556318
19,LBX187LA,0.10326257284846597
19,LBX194LA,0.086120218049271835
19,LBX118LA,0.07580736688471446
19,LBXD05LA,0.04472782350292919
19,LBX074LA,0.033205272228276794
19,LBXF08LA,0.029817818866841168
19,LBXF04LA,0.01056052547709235
19,LBXD07LA,0.00947522296698466
19,LBX138LA,0.003260147886028656
19,LBXD03LA,0.0021819286575399904
19,LBXHXCLA,5.613721405643446e-4
19,LBX170LA,1.654692091160046e-7
19,LBX180LA,1.4373982647839345e-7
19,LBX153LA,1.316935884778062e-7
19,LBXF05LA,1.06771056147103e-7
20,LBXF03LA,0.24093250678332725
20,LBXF08LA,0.1421148466091596
20,LBXPCBLA,0.13579359877821331
20,LBX118LA,0.12882007491285205
20,LBX099LA,0.11356062792463845
20,LBX187LA,0.09646622979883561
20,LBXD05LA,0.05773194874811814
20,LBX074LA,0.03333380346529202
20,LBX194LA,0.01834742457129788
20,LBXF04LA,0.011408301835691435
20,LBXHXCLA,0.01080241767364332
20,LBXD03LA,0.004152321911203415
20,LBX153LA,0.003556236595521519
20,LBX180LA,0.002978427732192383
20,LBXD07LA,1.084737844189944e-6
20,LBX138LA,8.668320732163436e-8
20,LBX170LA,4.937658350930127e-8
20,LBXF05LA,1.1862378477678992e-8
21,LBXF03LA,0.46816553078208156
21,LBXHXCLA,0.1171845885732535
21,LBX099LA,0.10969841101916884
21,LBXF08LA,0.06790742872323359
21,LBXPCBLA,0.0577111558132234
21,LBX074LA,0.05523500149359021
21,LBX180LA,0.03471500551694716
21,LBX138LA,0.02710355595765516
21,LBX153LA,0.016808263740495738
21,LBX194LA,0.016289533011634178
21,LBXF04LA,0.009832813954095203
21,LBX118LA,0.00891901863738536
21,LBX187LA,0.006893590021818013
21,LBXD03LA,0.0020932095096222745
21,LBXD07LA,9.103334532908665e-4
21,LBXF05LA,5.323179557431773e-4
21,LBX170LA,1.7260123337248443e-7
21,LBXD05LA,6.923552826632499e-8
22,LBXPCBLA,0.22157825157612904
22,LBXF03LA,0.1666219702288037
22,LBX138LA,0.13427680289964816
22,LBXD05LA,0.11074702250756516
22,LBX099LA,0.10358168627124317
22,LBXF08LA,0.08341504463837315
22,LBXF05LA,0.041489149481960884
22,LBX074LA,0.03400374652981477
22,LBXHXCLA,0.03177909117606708
22,LBX153LA,0.02537704854208872
22,LBX118LA,0.024222064353483744
22,LBXD07LA,0.021177631499518682
22,LBX194LA,0.0014424634702342666
22,LBX180LA,2.769946444423796e-4
22,LBX170LA,1.0690108092612561e-5
22,LBXF04LA,1.2089429299341488e-7
22,LBX187LA,1.1746944936898666e-7
22,LBXD03LA,1.0370879214527881e-7
23,LBX099LA,0.3254970857321712
23,LBX074LA,0.19108907753626045
23,LBXF03LA,0.1737587284327178
23,LBX118LA,0.17156062090427285
23,LBX194LA,0.038241143744431216
23,LBX138LA,0.03351833757716284
23,LBXF08LA,0.02803491960170676
23,LBX153LA,0.014503206944052419
23,LBXPCBLA,0.007611506697550121
23,LBXHXCLA,0.0076022427983380185
23,LBXF05LA,0.005828946607499724
23,LBXD03LA,0.0020894637825927508
23,LBXF04LA,6.633333419046475e-4
23,LBX187LA,4.113729158248653e-7
23,LBX180LA,4.028315184182552e-7
23,LBX170LA,3.025629565891213e-7
23,LBXD05LA,1.7241754130817936e-7
23,LBXD07LA,9.711440639526869e-8
24,LBX099LA,0.30239263219136836
24,LBXF03LA,0.2215591510540642
24,LBXF08LA,0.13290541072591244
24,LBX187LA,0.12844742408846674
24,LBX138LA,0.05585122889888418
24,LBX074LA,0.05327947070323219
24,LBXPCBLA,0.027654318347639314
24,LBX194LA,0.02507376521427216
24,LBX118LA,0.024483498317848275
24,LBXD05LA,0.009960045597370864
24,LBXHXCLA,0.0076153811378031335
24,LBX180LA,0.005675565653062762
24,LBX170LA,0.0037405222504505874
24,LBXD07LA,0.0013608865959561438
24,LBX153LA,3.522120047593833e-7
24,LBXD03LA,1.23212958473146e-7
24,LBXF05LA,1.1515295834544318e-7
24,LBXF04LA,1.0864574704428525e-7
25,LBXF08LA,0.1356867151351861
25,LBX074LA,0.1276874789450008
25,LBXF03LA,0.12566926354855643
25,LBX187LA,0.10944932347131403
25,LBX138LA,0.10329446621330947
25,LBX194LA,0.08946178310926903
25,LBX099LA,0.08883465907513126
25,LBX118LA,0.0679069803103578
25,LBXHXCLA,0.049638623003191454
25,LBXPCBLA,0.034155281892440284
25,LBX180LA,0.021804732468458297
25,LBX170LA,0.014474397159549755
25,LBXD07LA,0.010404311274406462
25,LBXF05LA,0.0075320029666480414
25,LBXD03LA,0.005633991363359706
25,LBXD05LA,0.0054898078838892025
25,LBXF04LA,0.002264704939936117
25,LBX153LA,6.114772399934305e-4
26,LBXPCBLA,0.27794319416809904
26,LBXF08LA,0.20409254305873079
26,LBX194LA,0.17296192131939483
26,LBXF03LA,0.10627464709518299
26,LBX118LA,0.10151958397272402
26,LBX099LA,0.07478748547741057
26,LBX187LA,0.013922408286396362
26,LBXF05LA,0.01316633636653912
26,LBXF04LA,0.009708294714741241
26,LBXHXCLA,0.00573067509234169
26,LBXD05LA,0.005470496585585125
26,LBX074LA,0.004687938418094984
26,LBX138LA,0.004368344815143398
26,LBX153LA,0.003668076804300702
26,LBXD07LA,0.0016975217723323931
26,LBX180LA,2.3420487962271889e-7
26,LBX170LA,1.9391593035483776e-7
26,LBXD03LA,1.0393217279484892e-7
27,LBXPCBLA,0.23453952351704627
27,LBXHXCLA,0.16158969645982083
27,LBXF08LA,0.1215271258206139
27,LBXF03LA,0.11892699769384886
27,LBX099LA,0.10875295967347247
27,LBX118LA,0.08198281101078671
27,LBX194LA,0.06107772948374218
27,LBX187LA,0.02846438037125979
27,LBXD03LA,0.01851046296459792
27,LBXD05LA,0.013248147521675925
27,LBXF04LA,0.012832121330283964
27,LBX170LA,0.00984607603155193
27,LBX074LA,0.00873942917978282
27,LBX138LA,0.007532045153039721
27,LBX180LA,0.006766290348711689
27,LBXD07LA,0.002834504345005195
27,LBX153LA,0.0028122691762572398
27,LBXF05LA,1.742991850116626e-5
28,LBXF03LA,0.24974112646905025
28,LBX118LA,0.19436508276424608
28,LBX194LA,0.10665820628985703
28,LBX099LA,0.08535109557201614
28,LBXF08LA,0.084926633751344
28,LBXPCBLA,0.08255404776282992
28,LBXF05LA,0.04656645636619076
28,LBX187LA,0.0391225923126633
28,LBXHXCLA,0.03232870482067362
28,LBXF04LA,0.02220980947121034
28,LBX074LA,0.022167419326445482
28,LBXD07LA,0.011806489731102677
28,LBX170LA,0.008122327475221474
28,LBXD05LA,0.007240791784955367
28,LBX153LA,0.006838515883961246
28,LBX180LA,2.977837464550773e-7
28,LBXD03LA,2.2755702654618365e-7
28,LBX138LA,1.748774598667607e-7
29,LBX118LA,0.26428689747249895
29,LBXF08LA,0.1181845343261076
29,LBXF03LA,0.11140906488124931
29,LBX074LA,0.08985767028934646
29,LBX099LA,0.08790703443866794
29,LBXF04LA,0.07362747257475938
29,LBX194LA,0.07007312536106697
29,LBXHXCLA,0.048946388718132165
29,LBX187LA,0.03482664752543373
29,LBXPCBLA,0.03426619281745496
29,LBX153LA,0.03348723301059382
29,LBXF05LA,0.014832581066117522
29,LBX170LA,0.012617343905039711
29,LBX138LA,0.004754545124360584
29,LBXD03LA,9.227673706305835e-4
29,LBX180LA,3.099372553162478e-7
29,LBXD05LA,1.1352923532871951e-7
29,LBXD07LA,7.765204940529395e-8
30,LBXF03LA,0.32353276204418
30,LBX099LA,0.20414968047561918
30,LBXPCBLA,0.14774259141335083
30,LBX118LA,0.10643616690410806
30,LBXD05LA,0.07042303641829525
30,LBX153LA,0.04645709232432418
30,LBXF04LA,0.021900211530894373
30,LBX138LA,0.017168288068611814
30,LBX194LA,0.01656054374202799
30,LBXD07LA,0.016318260319032146
30,LBXF08LA,0.01445375928602434
30,LBXD03LA,0.007735067026215521
30,LBXHXCLA,0.004479596783991233
30,LBX187LA,0.0025973407550006706
30,LBXF05LA,3.392827957263445e-5
30,LBX170LA,1.1216141147214168e-5
30,LBX180LA,2.7037654087296466e-7
30,LBX074LA,1.8811106290098238e-7
31,LBXF03LA,0.41211535591847204
31,LBXPCBLA,0.11275501228004971
31,LBX194LA,0.08225374341373294
31,LBXD07LA,0.08082356464698458
31,LBXD05LA,0.07887528625119097
31,LBXF08LA,0.05857669505295877
31,LBX074LA,0.03879268088119553
31,LBX099LA,0.03535095908828693
31,LBXHXCLA,0.02372757812106044
31,LBX187LA,0.020387083485466983
31,LBX138LA,0.019980882571504467
31,LBXF04LA,0.009223221616739812
31,LBX153LA,0.0077128830852133574
31,LBXD03LA,0.006207481290254826
31,LBX180LA,0.005019440151670602
31,LBX170LA,0.004166422919072902
31,LBXF05LA,0.004030312212126131
31,LBX118LA,1.3970140191706113e-6
32,LBX118LA,0.26956520079394547
32,LBXF03LA,0.20056763662202126
32,LBXD03LA,0.12751651421463758
32,LBXPCBLA,0.0773967515636226
32,LBXF08LA,0.06883844566115045
32,LBXF04LA,0.06215596485555807
32,LBXHXCLA,0.056427568910935665
32,LBX099LA,0.047497363076329555
32,LBX074LA,0.027672735387568474
32,LBX138LA,0.02310128080230417
32,LBXF05LA,0.014220384300734539
32,LBX153LA,0.009204508376565335
32,LBX180LA,0.005969519933258388
32,LBXD05LA,0.004760436432347932
32,LBX187LA,0.003180515888464852
32,LBX170LA,0.0012709381940155758
32,LBX194LA,5.112223046088962e-4
32,LBXD07LA,1.4301268193112177e-4
33,LBXPCBLA,0.3491660669245976
33,LBXF03LA,0.1767201213205338
33,LBXHXCLA,0.16925381727717262
33,LBX187LA,0.06064284133307266
33,LBX170LA,0.05299221151721308
33,LBXF08LA,0.047716350151676114
33,LBX099LA,0.03735691263604712
33,LBX194LA,0.028436921078606167
33,LBX138LA,0.028280782089182752
33,LBX153LA,0.012278043301114157
33,LBXF04LA,0.009627392716457453
33,LBXD05LA,0.009282826275019588
33,LBXD03LA,0.005958829463681096
33,LBXD07LA,0.005147789418886905
33,LBXF05LA,0.004270003496849198
33,LBX074LA,0.0020677957448519196
33,LBX180LA,8.008656381708525e-4
33,LBX118LA,4.296168663268145e-7
34,LBXF03LA,0.49120016057190286
34,LBXPCBLA,0.19384731289708262
34,LBX194LA,0.08229539035031269
34,LBXHXCLA,0.046296225574809564
34,LBXD07LA,0.029310149973092357
34,LBX099LA,0.02522969570279158
34,LBX138LA,0.024345125532769542
34,LBXF08LA,0.021636858260700397
34,LBXF05LA,0.017489153186046585
34,LBXF04LA,0.013166960201727623
34,LBXD05LA,0.013035894724149833
34,LBX187LA,0.011768725483657556
34,LBX074LA,0.010893717067417798
34,LBXD03LA,0.010193974877986475
34,LBX180LA,0.005067163063637929
34,LBX170LA,0.0035697812372673227
34,LBX118LA,6.531882029245443e-4
34,LBX153LA,5.230917226407813e-7
35,LBXPCBLA,0.24729813055494748
35,LBXF03LA,0.1751091973943408
35,LBXF08LA,0.16704843703652017
35,LBX194LA,0.10867829682817684
35,LBX118LA,0.08387230598722585
35,LBXHXCLA,0.04538416569703957
35,LBX153LA,0.04434791403444719
35,LBX138LA,0.04204910897543925
35,LBXF05LA,0.026091103393312436
35,LBX074LA,0.019058604580582655
35,LBX099LA,0.013848436112162842
35,LBX170LA,0.013454058685718603
35,LBXD03LA,0.005480375739486567
35,LBX187LA,0.004284241350196523
35,LBX180LA,0.0015703351202207977
35,LBXD07LA,0.0011334710872724569
35,LBXF04LA,6.564750723376533e-4
35,LBXD05LA,6.353423505720312e-4
36,LBXPCBLA,0.3034787810854595
36,LBXF03LA,0.21164343175964395
36,LBX170LA,0.12296185506334867
36,LBX118LA,0.06672992343927939
36,LBXF08LA,0.04900976236307001
36,LBXF04LA,0.04595492353377178
36,LBXF05LA,0.04199003469564335
36,LBX153LA,0.031558362998413435
36,LBXHXCLA,0.029579157101207645
36,LBX194LA,0.02716065119732975
36,LBX187LA,0.025153921975964916
36,LBX099LA,0.015048826813907248
36,LBXD05LA,0.014490399328399382
36,LBX074LA,0.007773897957508167
36,LBX138LA,0.002614680584341011
36,LBXD03LA,0.002025827588879131
36,LBX180LA,0.0018523686649263753
36,LBXD07LA,9.73193848906279e-4
37,LBXF03LA,0.4758306371697422
37,LBXHXCLA,0.18445372434045335
37,LBX074LA,0.05604249108575869
37,LBXF04LA,0.05099140780710333
37,LBXF05LA,0.04854848596485109
37,LBX099LA,0.047977817519392715
37,LBXF08LA,0.030166214469790783
37,LBX194LA,0.029567445995013
37,LBXPCBLA,0.025203238590471775
37,LBX138LA,0.01399149993623699
37,LBX187LA,0.010915432852573017
37,LBX153LA,0.0076802490131398175
37,LBX170LA,0.006940700760627623
37,LBX180LA,0.0062720895640021685
37,LBX118LA,0.004985217507302338
37,LBXD07LA,4.3295711427960464e-4
37,LBXD03LA,2.0439869632237556e-7
37,LBXD05LA,1.8591056782674264e-7
38,LBXF03LA,0.23443645801129623
38,LBXPCBLA,0.16850119369484245
38,LBXF08LA,0.1421453948553737
38,LBXHXCLA,0.14032912430971678
38,LBX118LA,0.0822886726587655
38,LBX099LA,0.05463302112260158
38,LBXF05LA,0.046922268848897705
38,LBX194LA,0.03372501632934308
38,LBX170LA,0.029138560575102234
38,LBX187LA,0.021534967075714208
38,LBXF04LA,0.020612086287622518
38,LBXD07LA,0.006810332304757435
38,LBXD03LA,0.005591146224182831
38,LBXD05LA,0.005085321347383768
38,LBX074LA,0.0040196347298007
38,LBX138LA,0.0023585713832902254
38,LBX153LA,0.0014063495641108094
38,LBX180LA,4.6188067719821684e-4
39,LBXF03LA,0.20835780056313932
39,LBX187LA,0.19824096878669736
39,LBXF08LA,0.13889238839234078
39,LBXPCBLA,0.11324669308146244
39,LBX118LA,0.10378942394375953
39,LBX099LA,0.08555544140396941
39,LBX074LA,0.04283515351090398
39,LBXF04LA,0.02606467897503379
39,LBX153LA,0.021132794901340634
39,LBX194LA,0.020660672640941475
39,LBX138LA,0.014934756018370651
39,LBXHXCLA,0.01126761546255724
39,LBX180LA,0.007419010109353426
39,LBX170LA,0.004222263379804862
39,LBXF05LA,0.003031399772219162
39,LBXD07LA,3.4873305041983795e-4
39,LBXD03LA,1.1966793516775444e-7
39,LBXD05LA,8.633975094527683e-8
40,LBX074LA,0.2861460158685644
40,LBXF03LA,0.267949607452981
40,LBXF05LA,0.07743350567020861
40,LBXF08LA,0.07610773081508797
40,LBXPCBLA,0.056646553623467336
40,LBXD03LA,0.05660734967551398
40,LBX099LA,0.05146093959476388
40,LBX194LA,0.05145226735972492
40,LBXHXCLA,0.01968947663516235
40,LBX138LA,0.01747165055934229
40,LBX180LA,0.01434667604962745
40,LBX118LA,0.00972209778201215
40,LBX187LA,0.008099813269742904
40,LBXF04LA,0.004992858530044566
40,LBX170LA,9.770678129913542e-4
40,LBXD07LA,5.531671418644291e-4
40,LBXD05LA,3.42911603585485e-4
40,LBX153LA,3.1055531422162664e-7
41,LBXF03LA,0.24996737102004515
41,LBXPCBLA,0.1414927263297946
41,LBXF08LA,0.1209681298645793
41,LBX074LA,0.11091965850365017
41,LBXF04LA,0.07941350482942046
41,LBXD05LA,0.07208543318916988
41,LBXD07LA,0.06072336274781023
41,LBX099LA,0.05956031874361355
41,LBXHXCLA,0.04848079126834709
41,LBX118LA,0.0156378743567606
41,LBX170LA,0.014247671561137234
41,LBX194LA,0.009111560281567711
41,LBX187LA,0.004991009528473619
